mpg,cylinders,displacement,horsepower,weight,acceleration,model_year,car_name,USA,Europe,Japan,company_name,VW,amc,audi,bmw,buick,cadillac,chevrolet,chrysler,datsun,dodge,fiat,ford,hi,honda,mazda,mercedes-benz,mercury,oldsmobile,opel,peugeot,plymouth,pontiac,renault,saab,subaru,toyota,triumph,volvo
23.9,4.0,119.0,97.0,2405.0,14.9,78.0, 200-sx,0,0,1,datsun,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.3,5.0,131.0,103.0,2830.0,15.9,78.0, 5000,0,1,0,audi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.0,6.0,163.0,125.0,3140.0,13.6,78.0, 264gl,0,1,0,volvo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21.6,4.0,121.0,115.0,2795.0,15.7,78.0, 99gle,0,1,0,saab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16.2,6.0,163.0,133.0,3410.0,15.8,78.0, 604sl,0,1,0,peugeot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
31.5,4.0,89.0,71.0,1990.0,14.9,78.0, scirocco,0,1,0,VW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.5,4.0,98.0,68.0,2135.0,16.6,78.0, accord lx,0,0,1,honda,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.5,6.0,231.0,115.0,3245.0,15.4,79.0, lemans v6,1,0,0,pontiac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19.8,6.0,200.0,85.0,2990.0,18.2,79.0, zephyr 6,1,0,0,mercury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22.3,4.0,140.0,88.0,2890.0,17.3,79.0, fairmont 4,1,0,0,ford,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.2,6.0,232.0,90.0,3265.0,18.2,79.0, concord dl 6,1,0,0,amc,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.6,6.0,225.0,110.0,3360.0,16.6,79.0, aspen 6,1,0,0,dodge,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.0,8.0,305.0,130.0,3840.0,15.4,79.0, caprice classic,1,0,0,chevrolet,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.6,8.0,302.0,129.0,3725.0,13.4,79.0, ltd landau,1,0,0,ford,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.5,8.0,351.0,138.0,3955.0,13.2,79.0, grand marquis,1,0,0,mercury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18.2,8.0,318.0,135.0,3830.0,15.2,79.0, st. regis,1,0,0,dodge,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.9,8.0,350.0,155.0,4360.0,14.9,79.0, estate wagon (sw),1,0,0,buick,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.5,8.0,351.0,142.0,4054.0,14.3,79.0, country squire (sw),1,0,0,ford,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.2,8.0,267.0,125.0,3605.0,15.0,79.0, malibu classic (sw),1,0,0,chevrolet,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.5,8.0,360.0,150.0,3940.0,13.0,79.0, lebaron town @ country (sw),1,0,0,chrysler,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.9,4.0,89.0,71.0,1925.0,14.0,79.0, rabbit custom,0,1,0,VW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.1,4.0,86.0,65.0,1975.0,15.2,79.0, glc deluxe,0,0,1,mazda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35.7,4.0,98.0,80.0,1915.0,14.4,79.0, colt hatchback custom,1,0,0,dodge,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.4,4.0,121.0,80.0,2670.0,15.0,79.0, spirit dl,1,0,0,amc,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.4,5.0,183.0,77.0,3530.0,20.1,79.0, benz 300d,0,1,0,mercedes-benz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23.0,8.0,350.0,125.0,3900.0,17.4,79.0, eldorado,1,0,0,cadillac,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.2,4.0,141.0,71.0,3190.0,24.8,79.0, 504,0,1,0,peugeot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23.9,8.0,260.0,90.0,3420.0,22.2,79.0, cutlass salon brougham,1,0,0,oldsmobile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
34.2,4.0,105.0,70.0,2200.0,13.2,79.0, horizon,1,0,0,plymouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
34.5,4.0,105.0,70.0,2150.0,14.9,79.0, horizon tc3,1,0,0,plymouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
31.8,4.0,85.0,65.0,2020.0,19.2,79.0, 210,0,0,1,datsun,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.3,4.0,91.0,69.0,2130.0,14.7,79.0, strada custom,0,1,0,fiat,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.4,4.0,151.0,90.0,2670.0,16.0,79.0, skylark limited,1,0,0,buick,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.8,6.0,173.0,115.0,2595.0,11.3,79.0, citation,1,0,0,chevrolet,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.8,6.0,173.0,115.0,2700.0,12.9,79.0, omega brougham,1,0,0,oldsmobile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33.5,4.0,151.0,90.0,2556.0,13.2,79.0, phoenix,1,0,0,pontiac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
41.5,4.0,98.0,76.0,2144.0,14.7,80.0, rabbit,0,1,0,VW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.1,4.0,89.0,60.0,1968.0,18.8,80.0, corolla tercel,0,0,1,toyota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32.1,4.0,98.0,70.0,2120.0,15.5,80.0, chevette,1,0,0,chevrolet,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.2,4.0,86.0,65.0,2019.0,16.4,80.0, 310,0,0,1,datsun,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.0,4.0,151.0,90.0,2678.0,16.5,80.0, citation,1,0,0,chevrolet,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.4,4.0,140.0,88.0,2870.0,18.1,80.0, fairmont,1,0,0,ford,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.3,4.0,151.0,90.0,3003.0,20.1,80.0, concord,1,0,0,amc,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.1,6.0,225.0,90.0,3381.0,18.7,80.0, aspen,1,0,0,dodge,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.3,4.0,97.0,78.0,2188.0,15.8,80.0, 4000,0,1,0,audi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.8,4.0,134.0,90.0,2711.0,15.5,80.0, corona liftback,0,0,1,toyota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31.3,4.0,120.0,75.0,2542.0,17.5,80.0, 626,0,0,1,mazda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37.0,4.0,119.0,92.0,2434.0,15.0,80.0, 510 hatchback,0,0,1,datsun,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.2,4.0,108.0,75.0,2265.0,15.2,80.0, corolla,0,0,1,toyota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46.6,4.0,86.0,65.0,2110.0,17.9,80.0, glc,0,0,1,mazda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27.9,4.0,156.0,105.0,2800.0,14.4,80.0, colt,1,0,0,dodge,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.8,4.0,85.0,65.0,2110.0,19.2,80.0, 210,0,0,1,datsun,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.3,4.0,90.0,48.0,2085.0,21.7,80.0, rabbit c (diesel),0,1,0,VW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.4,4.0,90.0,48.0,2335.0,23.7,80.0, dasher (diesel),0,1,0,VW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.4,5.0,121.0,67.0,2950.0,19.9,80.0, 5000s (diesel),0,1,0,audi,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.0,4.0,146.0,67.0,3250.0,21.8,80.0, 240d,0,1,0,mercedes-benz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
44.6,4.0,91.0,67.0,1850.0,13.8,80.0, civic 1500 gl,0,0,1,honda,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40.9,4.0,85.0,53.5,1835.0,17.3,80.0, lecar deluxe,0,1,0,renault,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33.8,4.0,97.0,67.0,2145.0,18.0,80.0, dl,0,0,1,subaru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29.8,4.0,89.0,62.0,1845.0,15.3,80.0, rabbit,0,1,0,VW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.7,6.0,168.0,132.0,2910.0,11.4,80.0, 280-zx,0,0,1,datsun,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.7,3.0,70.0,100.0,2420.0,12.5,80.0, rx-7 gs,0,0,1,mazda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35.0,4.0,122.0,88.0,2500.0,15.1,80.0, tr7 coupe,0,1,0,triumph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23.6,4.0,140.0,118.0,2905.0,14.3,80.0, mustang cobra,1,0,0,ford,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.4,4.0,107.0,72.0,2290.0,17.0,80.0, accord,0,0,1,honda,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.2,4.0,135.0,84.0,2490.0,15.7,81.0, reliant,1,0,0,plymouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26.6,4.0,151.0,84.0,2635.0,16.4,81.0, skylark,1,0,0,buick,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.8,4.0,156.0,92.0,2620.0,14.4,81.0, aries wagon (sw),1,0,0,dodge,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.5,6.0,173.0,110.0,2725.0,12.6,81.0, citation,1,0,0,chevrolet,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.0,4.0,135.0,84.0,2385.0,12.9,81.0, reliant,1,0,0,plymouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39.1,4.0,79.0,58.0,1755.0,16.9,81.0, starlet,0,0,1,toyota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39.0,4.0,86.0,64.0,1875.0,16.4,81.0, champ,1,0,0,plymouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35.1,4.0,81.0,60.0,1760.0,16.1,81.0, civic 1300,0,0,1,honda,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.3,4.0,97.0,67.0,2065.0,17.8,81.0,subaru,0,0,1,subaru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37.0,4.0,85.0,65.0,1975.0,19.4,81.0, 210 mpg,0,0,1,datsun,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.7,4.0,89.0,62.0,2050.0,17.3,81.0, tercel,0,0,1,toyota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34.1,4.0,91.0,68.0,1985.0,16.0,81.0, glc 4,0,0,1,mazda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34.7,4.0,105.0,63.0,2215.0,14.9,81.0, horizon 4,1,0,0,plymouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
34.4,4.0,98.0,65.0,2045.0,16.2,81.0, escort 4w,1,0,0,ford,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.9,4.0,98.0,65.0,2380.0,20.7,81.0, escort 2h,1,0,0,ford,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.0,4.0,105.0,74.0,2190.0,14.2,81.0, jetta,0,1,0,VW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.5,4.0,100.0,81.0,2320.0,15.8,81.0, 18i,0,1,0,renault,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33.7,4.0,107.0,75.0,2210.0,14.4,81.0, prelude,0,0,1,honda,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.4,4.0,108.0,75.0,2350.0,16.8,81.0, corolla,0,0,1,toyota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32.9,4.0,119.0,100.0,2615.0,14.8,81.0, 200sx,0,0,1,datsun,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.6,4.0,120.0,74.0,2635.0,18.3,81.0, 626,0,0,1,mazda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28.1,4.0,141.0,80.0,3230.0,20.4,81.0, 505s turbo diesel,0,1,0,peugeot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30.7,6.0,145.0,76.0,3160.0,19.6,81.0, diesel,0,1,0,volvo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25.4,6.0,168.0,116.0,2900.0,12.6,81.0, cressida,0,0,1,toyota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24.2,6.0,146.0,120.0,2930.0,13.8,81.0, 810 maxima,0,0,1,datsun,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.4,6.0,231.0,110.0,3415.0,15.8,81.0, century,1,0,0,buick,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.6,8.0,350.0,105.0,3725.0,19.0,81.0, cutlass ls,1,0,0,oldsmobile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20.2,6.0,200.0,88.0,3060.0,17.1,81.0, granada gl,1,0,0,ford,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.6,6.0,225.0,85.0,3465.0,16.6,81.0, lebaron salon,1,0,0,chrysler,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.0,4.0,112.0,88.0,2605.0,19.6,82.0, cavalier,1,0,0,chevrolet,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.0,4.0,112.0,88.0,2640.0,18.6,82.0, cavalier wagon,1,0,0,chevrolet,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.0,4.0,112.0,88.0,2395.0,18.0,82.0, cavalier 2-door,1,0,0,chevrolet,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.0,4.0,112.0,85.0,2575.0,16.2,82.0, j2000 se hatchback,1,0,0,pontiac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29.0,4.0,135.0,84.0,2525.0,16.0,82.0, aries se,1,0,0,dodge,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.0,4.0,151.0,90.0,2735.0,18.0,82.0, phoenix,1,0,0,pontiac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24.0,4.0,140.0,92.0,2865.0,16.4,82.0, fairmont futura,1,0,0,ford,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.0,4.0,151.0,82.0,3035.0,20.5,82.0, concord dl,1,0,0,amc,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.0,4.0,105.0,74.0,1980.0,15.3,82.0, rabbit l,0,1,0,VW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.0,4.0,91.0,68.0,2025.0,18.2,82.0, glc custom l,0,0,1,mazda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31.0,4.0,91.0,68.0,1970.0,17.6,82.0, glc custom,0,0,1,mazda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38.0,4.0,105.0,63.0,2125.0,14.7,82.0, horizon miser,1,0,0,plymouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
36.0,4.0,98.0,70.0,2125.0,17.3,82.0, lynx l,1,0,0,mercury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36.0,4.0,120.0,88.0,2160.0,14.5,82.0, stanza xe,0,0,1,datsun,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36.0,4.0,107.0,75.0,2205.0,14.5,82.0, accord,0,0,1,honda,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34.0,4.0,108.0,70.0,2245.0,16.9,82.0, corolla,0,0,1,toyota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
38.0,4.0,91.0,67.0,1965.0,15.0,82.0, civic,0,0,1,honda,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.0,4.0,91.0,67.0,1965.0,15.7,82.0, civic (auto),0,0,1,honda,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.0,4.0,91.0,67.0,1995.0,16.2,82.0, 310 gx,0,0,1,datsun,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.0,6.0,181.0,110.0,2945.0,16.4,82.0, century limited,1,0,0,buick,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.0,6.0,262.0,85.0,3015.0,17.0,82.0, cutlass ciera (diesel),1,0,0,oldsmobile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26.0,4.0,156.0,92.0,2585.0,14.5,82.0, lebaron medallion,1,0,0,chrysler,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.0,6.0,232.0,112.0,2835.0,14.7,82.0, granada l,1,0,0,ford,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.0,4.0,144.0,96.0,2665.0,13.9,82.0, celica gt,0,0,1,toyota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36.0,4.0,135.0,84.0,2370.0,13.0,82.0, charger 2.2,1,0,0,dodge,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.0,4.0,151.0,90.0,2950.0,17.3,82.0, camaro,1,0,0,chevrolet,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.0,4.0,140.0,86.0,2790.0,15.6,82.0, mustang gl,1,0,0,ford,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.0,4.0,97.0,52.0,2130.0,24.6,82.0, pickup,0,1,0,VW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.0,4.0,135.0,84.0,2295.0,11.6,82.0, rampage,1,0,0,dodge,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.0,4.0,120.0,79.0,2625.0,18.6,82.0, ranger,1,0,0,ford,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.0,4.0,119.0,82.0,2720.0,19.4,82.0, s-10,1,0,0,chevrolet,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
